GSANUM,PI,PBAL,OBAL,RATE,CITY,STATE,ZIP,GSANUM,UNITS,LIEN,FDUEDATE,MDATE,ODATE,ASOFDATE,OFICO,EMPLOY,RTERM,ATERM,OTERM,GSANUM,PPOTERM,AGE,ARMFLAG,BALLFLAG,IOFLAG,IOTERM,GSOLTV,GSCOLTV,MTM_OCCLIT,GSANUM,MTM_PROPLIT,MTM_PURPLIT,MTM_PRODLIT,MTM_DOCLIT
4953406,238.37,26531.02,26600,10.25,Atlanta,MI,49709,4953406,1,2,7/1/2006,6/1/2021,5/23/2006,10/1/2006,659,N,176,354,180,4953406,0,4,FIXED,Y,N,0,17.27,89.55,OWNER OCCU,4953406,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953407,980.79,98722.51,98850,11.525,Des Moines,IA,50312,4953407,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,629,N,176,356,180,4953407,0,4,FIXED,Y,N,0,34.32,90,OWNER OCCU,4953407,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4953408,262.89,25706,25750,11.9,Hawkeye,IA,52147,4953408,1,2,7/1/2006,6/1/2021,5/25/2006,10/1/2006,665,N,176,354,180,4953408,0,4,FIXED,Y,N,0,19.98,99.97,OWNER OCCU,4953408,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4953409,434.6,45932.01,46000,10.9,Town Of Leroy,WI,53048,4953409,1,2,7/1/2006,6/1/2021,5/10/2006,10/1/2006,683,N,176,356,180,4953409,0,4,FIXED,Y,N,0,29.11,99.11,OWNER OCCU,4953409,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953410,336.19,31467.24,31500,12.5,West Bend,WI,53090,4953410,1,2,7/1/2006,6/1/2021,5/26/2006,10/1/2006,620,N,176,356,180,4953410,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953410,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
4953411,235.65,25460,25500,10.625,Mequon,WI,53092,4953411,1,2,7/1/2006,6/1/2021,5/20/2006,10/1/2006,671,N,176,356,180,4953411,0,4,FIXED,Y,N,0,5.73,85.73,OWNER OCCU,4953411,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953412,412.25,49895.64,50000,9.275,Missoula,MT,59801,4953412,1,2,7/1/2006,6/1/2021,5/17/2006,10/1/2006,724,N,176,356,180,4953412,0,4,FIXED,Y,N,0,22.42,91.62,OWNER OCCU,4953412,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4953413,239.07,22376.68,22400,12.5,Joliet,IL,60435,4953413,1,2,7/1/2006,6/1/2021,5/19/2006,10/1/2006,638,N,176,356,180,4953413,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953413,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4953414,207.19,20499.76,20525,11.75,Florissant,MO,63031,4953414,1,2,7/1/2006,6/1/2021,5/11/2006,10/1/2006,626,N,176,356,180,4953414,0,4,FIXED,Y,N,0,21.61,91.57,OWNER OCCU,4953414,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4953415,263.28,29946.21,30000,10,Florissant,MO,63033,4953415,1,2,7/1/2006,6/1/2021,5/12/2006,10/1/2006,654,N,176,356,180,4953415,0,4,FIXED,Y,N,0,19.35,99.36,OWNER OCCU,4953415,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
4953417,205.43,21121,21150,11.25,Haysville,KS,67060,4953417,1,2,7/1/2006,6/1/2021,5/23/2006,10/1/2006,632,N,176,356,180,4953417,0,4,FIXED,Y,N,0,19.23,99.23,OWNER OCCU,4953417,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4953418,402.68,42139.09,42200,11.025,Wichita,KS,67203,4953418,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,632,N,176,356,180,4953418,0,4,FIXED,Y,N,0,33.49,95,OWNER OCCU,4953418,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4953419,337.7,37834.04,38000,10.15,Omaha,NE,68116,4953419,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,638,N,176,350,180,4953419,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953419,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
4953420,538.76,50795.92,50850,12.4,Bellevue,NE,68123,4953420,1,2,7/1/2006,6/1/2021,5/24/2006,10/1/2006,622,N,176,356,180,4953420,0,4,FIXED,Y,N,0,27.34,100,OWNER OCCU,4953420,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
4953422,133.31,14973.93,15000,10.15,Waverly,NE,68462,4953422,1,2,7/1/2006,6/1/2021,5/20/2006,10/1/2006,688,N,176,356,180,4953422,0,4,FIXED,Y,N,0,10,90,OWNER OCCU,4953422,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
4953423,365.47,35149.99,35200,12.125,Terrytown,LA,70056,4953423,1,2,6/1/2006,5/1/2021,3/28/2006,10/1/2006,684,Y,175,355,180,4953423,0,5,FIXED,Y,N,0,20,100,OWNER OCCU,4953423,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953424,407.61,39952.19,40000,11.875,Waggaman,LA,70094,4953424,1,2,7/1/2006,6/1/2021,5/11/2006,10/1/2006,620,Y,176,356,180,4953424,0,4,FIXED,Y,N,0,27.97,100,OWNER OCCU,4953424,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953425,596.6,57929.09,58000,12,Skiatook,OK,74070,4953425,1,2,7/1/2006,6/1/2021,5/16/2006,10/1/2006,740,N,176,356,180,4953425,0,4,FIXED,Y,N,0,33.43,88.59,OWNER OCCU,4953425,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4953426,705.76,67275.22,67350,12.25,Tulsa,OK,74120,4953426,1,2,7/1/2006,6/1/2021,5/26/2006,10/1/2006,630,N,176,356,180,4953426,0,4,FIXED,Y,N,0,15,95,OWNER OCCU,4953426,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
4953428,349.64,32964.9,33000,12.4,Wheatland,WY,82201,4953428,1,2,7/1/2006,6/1/2021,5/19/2006,10/1/2006,630,N,176,356,180,4953428,0,4,FIXED,Y,N,0,24.81,100,OWNER OCCU,4953428,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953429,395.27,37957.28,38000,12.15,Twin Falls,ID,83301,4953429,1,2,7/1/2006,6/1/2021,5/12/2006,10/1/2006,644,N,176,356,180,4953429,0,4,FIXED,Y,N,0,21.11,100,OWNER OCCU,4953429,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4953430,426.91,39958.38,40000,12.5,Phoenix,AZ,85035,4953430,1,2,7/1/2006,6/1/2021,5/13/2006,10/1/2006,627,N,176,356,180,4953430,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953430,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
4953431,576.07,66078.82,66200,9.9,Vail,AZ,85641,4953431,1,2,7/1/2006,6/1/2021,5/17/2006,10/1/2006,675,N,176,356,180,4953431,0,4,FIXED,Y,N,0,13.76,93.76,OWNER OCCU,4953431,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
4953432,562.66,67330.72,67500,9.4,Fort Mohave,AZ,86426,4953432,1,2,7/1/2006,6/1/2021,5/15/2006,10/1/2006,620,N,176,355,180,4953432,0,4,FIXED,Y,N,0,21.77,99.19,OWNER OCCU,4953432,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
4953433,633.33,60931.05,61000,12.125,Albuquerque,NM,87114,4953433,1,2,7/1/2006,6/1/2021,5/19/2006,10/1/2006,644,N,176,356,180,4953433,0,4,FIXED,Y,N,0,25.42,100,OWNER OCCU,4953433,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953435,423.71,39658.69,39700,12.5,North Las Vegas,NV,89031,4953435,1,2,7/1/2006,6/1/2021,5/22/2006,10/1/2006,664,N,176,356,180,4953435,0,4,FIXED,Y,N,0,10,90,OWNER OCCU,4953435,PUD,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4953436,322.09,30367.67,30400,12.4,Las Vegas,NV,89119,4953436,1,2,7/1/2006,6/1/2021,5/11/2006,10/1/2006,628,N,176,356,180,4953436,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953436,CONDO,PURCHASE,FIXED BALLOON 30/15,SIVA
4953437,744.01,70921.95,71000,12.25,Las Vegas,NV,89147,4953437,1,2,7/1/2006,6/1/2021,5/11/2006,10/1/2006,637,N,176,356,180,4953437,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953437,PUD,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953438,647.18,68395.86,68500,10.9,Chatsworth,CA,91311,4953438,1,2,7/1/2006,6/1/2021,5/23/2006,10/1/2006,631,N,176,356,180,4953438,0,4,FIXED,Y,N,0,6.09,83.09,OWNER OCCU,4953438,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953439,1020.31,117283.82,117500,9.875,West Covina,CA,91791,4953439,1,2,7/1/2006,6/1/2021,5/19/2006,10/1/2006,720,N,176,356,180,4953439,0,4,FIXED,Y,N,0,20.09,99.98,OWNER OCCU,4953439,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4953440,369.36,41925.13,42000,10.025,Escondido,CA,92026,4953440,1,2,7/1/2006,6/1/2021,5/10/2006,10/1/2006,651,N,176,356,180,4953440,0,4,FIXED,Y,N,0,7.78,86.48,OWNER OCCU,4953440,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953441,704.72,73892.99,74000,11,Oceanside,CA,92054,4953441,1,2,7/1/2006,6/1/2021,5/26/2006,10/1/2006,623,N,176,356,180,4953441,0,4,FIXED,Y,N,0,17.62,97.62,OWNER OCCU,4953441,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
4953442,816.43,85775.09,85900,10.975,Winchester,CA,92596,4953442,1,2,7/1/2006,6/1/2021,5/18/2006,10/1/2006,629,N,176,356,180,4953442,0,4,FIXED,Y,N,0,18.67,94.99,OWNER OCCU,4953442,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953443,123.03,15954.51,16000,8.5,Tampa,FL,33637,4953443,1,2,7/1/2006,6/1/2021,5/18/2006,10/1/2006,723,Y,176,355,180,4953443,0,4,FIXED,Y,N,0,10,90,INVESTOR,4953443,PUD,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
4953444,1019.01,99880.53,100000,11.875,Felton,CA,95018,4953444,1,2,7/1/2006,6/1/2021,5/19/2006,10/1/2006,675,N,176,356,180,4953444,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,4953444,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,NO RATIO
4953445,430.6,55862.82,56000,8.5,Ewa Beach,HI,96706,4953445,1,2,7/1/2006,6/1/2021,5/20/2006,10/1/2006,701,Y,176,356,180,4953445,0,4,FIXED,Y,N,0,10,90,OWNER OCCU,4953445,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SISA
4953446,504.52,59880.51,60000,9.5,Kaneohe,HI,96744,4953446,1,2,7/1/2006,6/1/2021,5/17/2006,10/1/2006,645,N,176,356,180,4953446,0,4,FIXED,Y,N,0,8.28,88.28,OWNER OCCU,4953446,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953447,544.91,51915.02,52000,12.25,Newberg,OR,97132,4953447,1,2,7/1/2006,6/1/2021,5/12/2006,10/1/2006,641,N,176,354,180,4953447,0,4,FIXED,Y,N,0,19.62,99.26,OWNER OCCU,4953447,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953448,458.09,42955.03,43000,12.475,Albany,OR,97321,4953448,1,2,7/1/2006,6/1/2021,5/12/2006,10/1/2006,632,N,176,356,180,4953448,0,4,FIXED,Y,N,0,24.29,94.81,OWNER OCCU,4953448,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
4953449,614.75,57539.06,57600,12.5,Albany,OR,97321,4953449,1,2,7/1/2006,6/1/2021,5/23/2006,10/1/2006,660,Y,176,356,180,4953449,0,4,FIXED,Y,N,0,18.52,99.01,OWNER OCCU,4953449,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953450,330.23,33953.42,34000,11.25,Creswell,OR,97426,4953450,1,2,7/1/2006,6/1/2021,5/11/2006,10/1/2006,774,N,176,356,180,4953450,0,4,FIXED,Y,N,0,10,90,OWNER OCCU,4953450,PUD,PURCHASE,FIXED BALLOON 30/15,NINA/NO DOC
4953451,800.72,74946.95,75025,12.5,Sisters,OR,97759,4953451,1,2,7/1/2006,6/1/2021,5/31/2006,10/1/2006,673,Y,176,356,180,4953451,0,4,FIXED,Y,N,0,25.56,100,OWNER OCCU,4953451,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
4953452,245.91,29439.99,29500,9.4,Kent,WA,98032,4953452,1,2,7/1/2006,6/1/2021,5/18/2006,10/1/2006,650,N,176,356,180,4953452,0,4,FIXED,Y,N,0,7.39,87.39,OWNER OCCU,4953452,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
4953453,488.22,49236.04,49300,11.5,Ellensburg,WA,98926,4953453,1,2,7/1/2006,6/1/2021,5/24/2006,10/1/2006,638,N,176,356,180,4953453,0,4,FIXED,Y,N,0,24.65,94.77,OWNER OCCU,4953453,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,NO RATIO
4953454,189.93,24639.48,24700,8.5,Spokane,WA,99207,4953454,1,2,7/1/2006,6/1/2021,5/26/2006,10/1/2006,798,N,176,356,180,4953454,0,4,FIXED,Y,N,0,22.05,89.78,INVESTOR,4953454,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
5013949,621.24,67666.39,67775,10.525,North Dartmouth,MA,2747,5013949,1,2,7/1/2006,6/1/2021,4/25/2006,10/1/2006,684,Y,176,356,180,5013949,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,5013949,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
5013950,349.73,33969.97,34000,12,Laconia,NH,3246,5013950,1,2,8/1/2006,7/1/2021,3/30/2006,10/1/2006,646,Y,177,357,180,5013950,0,3,FIXED,Y,N,0,8.95,100,OWNER OCCU,5013950,CONDO,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013951,451.43,42964.92,43000,12.275,Wakefield,NH,3872,5013951,1,2,8/1/2006,7/1/2021,5/6/2006,10/1/2006,688,Y,177,357,180,5013951,0,3,FIXED,Y,N,0,20,100,OWNER OCCU,5013951,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013952,437.58,40968.17,41000,12.5,Rutland,VT,5701,5013952,1,2,8/1/2006,7/1/2021,5/9/2006,10/1/2006,632,Y,177,357,180,5013952,0,3,FIXED,Y,N,0,12.42,92.73,OWNER OCCU,5013952,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013953,467.25,44064.99,44100,12.4,Cromwell,CT,6416,5013953,1,2,8/1/2006,7/1/2021,5/2/2006,10/1/2006,656,Y,177,357,180,5013953,0,3,FIXED,Y,N,0,15.75,99.68,OWNER OCCU,5013953,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
5013954,302.71,35946.45,36000,9.5,Waterbury,CT,6704,5013954,1,2,8/1/2006,7/1/2021,5/2/2006,10/1/2006,668,Y,177,357,180,5013954,0,3,FIXED,Y,N,0,20.11,77.35,OWNER OCCU,5013954,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013955,683.23,65145.73,65200,12.25,Naugatuck,CT,6770,5013955,1,2,8/1/2006,7/1/2021,4/5/2006,10/1/2006,644,Y,177,357,180,5013955,0,3,FIXED,Y,N,0,20,100,OWNER OCCU,5013955,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,FULL/ALT
5013956,133.31,14973.93,15000,10.15,Township of Monroe,NJ,8094,5013956,1,2,7/1/2006,6/1/2021,4/24/2006,10/1/2006,676,Y,176,356,180,5013956,0,4,FIXED,Y,N,0,4.93,84.93,OWNER OCCU,5013956,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
5013957,801.52,75041.71,75100,12.5,Sayerville,NJ,8859,5013957,1,2,8/1/2006,7/1/2021,4/26/2006,10/1/2006,696,Y,177,357,180,5013957,0,3,FIXED,Y,N,0,32.26,100,OWNER OCCU,5013957,CONDO,PURCHASE,FIXED BALLOON 30/15,NO RATIO
5013958,988.85,98806.83,98900,11.625,Phillipsburg,NJ,8865,5013958,1,2,8/1/2006,7/1/2021,5/9/2006,10/1/2006,660,Y,177,357,180,5013958,0,3,FIXED,Y,N,0,29.97,99.95,OWNER OCCU,5013958,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013959,565.16,64284.6,64400,10,Bronx,NY,10456,5013959,2,2,7/1/2006,6/1/2021,4/18/2006,10/1/2006,676,Y,176,356,180,5013959,0,4,FIXED,Y,N,0,15.33,90,OWNER OCCU,5013959,2-4 FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013961,462.92,52542.37,52750,10,Brookhaven,NY,11949,5013961,1,2,7/1/2006,6/1/2021,5/9/2006,10/1/2006,668,Y,176,351,180,5013961,0,4,FIXED,Y,N,0,9.68,85,OWNER OCCU,5013961,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013962,370.7,48012.41,48100,8.525,Ballston Lake,NY,12019,5013962,1,2,8/1/2006,7/1/2021,4/24/2006,10/1/2006,744,Y,177,357,180,5013962,0,3,FIXED,Y,N,0,17.68,78.49,OWNER OCCU,5013962,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013963,770.83,72164.53,72225,12.5,Carlisle,PA,17013,5013963,1,2,8/1/2006,7/1/2021,5/11/2006,10/1/2006,635,Y,177,357,180,5013963,0,3,FIXED,Y,N,0,24.48,100,OWNER OCCU,5013963,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013964,371.75,35445.87,35475,12.25,Mechanicsburg,PA,17055,5013964,1,2,8/1/2006,7/1/2021,4/18/2006,10/1/2006,621,Y,177,357,180,5013964,0,3,FIXED,Y,N,0,16.5,94.99,OWNER OCCU,5013964,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013965,457.6,49942.15,50025,10.5,Gettysburg,PA,17325,5013965,1,2,8/1/2006,7/1/2021,4/3/2006,10/1/2006,701,Y,177,356,180,5013965,0,3,FIXED,Y,N,0,13.34,90,OWNER OCCU,5013965,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
5013966,774.91,77999.27,78100,11.525,Bath,PA,18014,5013966,1,2,7/1/2006,6/1/2021,5/4/2006,10/1/2006,650,Y,176,356,180,5013966,0,4,FIXED,Y,N,0,25.44,100,OWNER OCCU,5013966,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
5013967,286.97,32656.23,32700,10,Kunkletown,PA,18058,5013967,1,2,8/1/2006,7/1/2021,4/18/2006,10/1/2006,665,Y,177,357,180,5013967,0,3,FIXED,Y,N,0,15,95,OWNER OCCU,5013967,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013968,277.7,26463.74,26500,12.25,Borough of Archbald,PA,18403,5013968,1,2,8/1/2006,7/1/2021,5/8/2006,10/1/2006,670,Y,177,355,180,5013968,0,3,FIXED,Y,N,0,14.72,87.22,OWNER OCCU,5013968,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SISA
5013969,1976.77,195643.96,200000,11.475,Doylestown,PA,18901,5013969,1,2,7/1/2006,6/1/2021,5/6/2006,10/1/2006,653,Y,176,307,180,5013969,0,4,FIXED,Y,N,0,14.29,85.71,OWNER OCCU,5013969,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013970,469.6,43793.72,44000,12.5,Morrisville,PA,19067,5013970,1,2,7/1/2006,6/1/2021,5/4/2006,10/1/2006,683,Y,176,343,180,5013970,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,5013970,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,SIVA
5013971,579.55,54636.4,54700,12.4,Havertown,PA,19083,5013971,1,2,8/1/2006,7/1/2021,5/5/2006,10/1/2006,633,Y,177,356,180,5013971,0,3,FIXED,Y,N,0,17.65,98.62,OWNER OCCU,5013971,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013972,426.91,39942.26,40000,12.5,Philadelphia,PA,19141,5013972,1,2,8/1/2006,7/1/2021,5/12/2006,10/1/2006,659,Y,177,354,180,5013972,0,3,FIXED,Y,N,0,33.33,99.91,OWNER OCCU,5013972,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
5013973,454.24,44944.74,45000,11.75,Coatsville,PA,19320,5013973,1,2,7/1/2006,6/1/2021,3/29/2006,10/1/2006,635,Y,176,356,180,5013973,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,5013973,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013974,357.66,42732.76,43000,9.375,Georgetown,DE,19947,5013974,1,2,8/1/2006,7/1/2021,4/18/2006,10/1/2006,672,Y,177,348,180,5013974,0,3,FIXED,Y,N,0,15.93,90,OWNER OCCU,5013974,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
5013975,635.71,59936.18,60000,12.4,Hamilton,VA,20158,5013975,1,2,7/1/2006,6/1/2021,4/29/2006,10/1/2006,670,Y,176,356,180,5013975,0,4,FIXED,Y,N,0,15,95,OWNER OCCU,5013975,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013976,544.91,51942.82,52000,12.25,Waldorf,MD,20601,5013976,1,2,7/1/2006,6/1/2021,3/29/2006,10/1/2006,654,Y,176,356,180,5013976,0,4,FIXED,Y,N,0,15.62,97.21,OWNER OCCU,5013976,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013977,523.87,51736.74,51800,11.775,Suitland,MD,20746,5013977,1,2,7/1/2006,6/1/2021,4/18/2006,10/1/2006,671,Y,176,356,180,5013977,0,4,FIXED,Y,N,0,20,100,OWNER OCCU,5013977,PUD,PURCHASE,FIXED BALLOON 30/15,SIVA
5013978,243.88,30655.57,31000,8.75,Rockville,MD,20853,5013978,1,2,7/1/2006,6/1/2021,4/18/2006,10/1/2006,623,Y,176,342,180,5013978,0,4,FIXED,Y,N,0,7.75,87.75,OWNER OCCU,5013978,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013979,419.16,39956.02,40000,12.25,Belcamp,MD,21017,5013979,1,2,7/1/2006,6/1/2021,4/13/2006,10/1/2006,631,Y,176,356,180,5013979,0,4,FIXED,Y,N,0,18.35,92.66,OWNER OCCU,5013979,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NO RATIO
5013980,255.08,30537.76,30600,9.4,Walkersville,MD,21793,5013980,1,2,7/1/2006,6/1/2021,4/28/2006,10/1/2006,626,Y,176,356,180,5013980,0,4,FIXED,Y,N,0,13.54,92.83,OWNER OCCU,5013980,PUD,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
5013981,949.86,88882.97,89000,12.5,Woodbridge,VA,22193,5013981,1,2,8/1/2006,7/1/2021,1/12/2006,10/1/2006,743,Y,177,355,180,5013981,0,3,FIXED,Y,N,0,20,100,OWNER OCCU,5013981,SINGLE FAMILY,PURCHASE,FIXED BALLOON 30/15,NO RATIO
5013982,700.12,74914.51,75000,10.75,Woodbridge,VA,22193,5013982,1,2,8/1/2006,7/1/2021,4/28/2006,10/1/2006,692,Y,177,357,180,5013982,0,3,FIXED,Y,N,0,9.4,99.94,OWNER OCCU,5013982,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013983,349.28,34954.84,35000,11.6,Arlington,VA,22206,5013983,1,2,7/1/2006,6/1/2021,5/9/2006,10/1/2006,629,Y,176,356,180,5013983,0,4,FIXED,Y,N,0,9.83,89.83,OWNER OCCU,5013983,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
5013984,188.19,20971.69,21000,10.25,RICHMOND CITY,VA,23224,5013984,1,2,8/1/2006,7/1/2021,4/17/2006,10/1/2006,634,Y,177,357,180,5013984,0,3,FIXED,Y,N,0,14.48,93.97,OWNER OCCU,5013984,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
5013985,248.9,29555.95,29600,9.5,Virginia Beach,VA,23452,5013985,1,2,8/1/2006,7/1/2021,5/9/2006,10/1/2006,649,Y,177,357,180,5013985,0,3,FIXED,Y,N,0,12.87,92.87,OWNER OCCU,5013985,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013986,307.57,39926.77,40000,8.5,Virginia Beach,VA,23452,5013986,1,2,8/1/2006,7/1/2021,5/9/2006,10/1/2006,637,Y,177,357,180,5013986,0,3,FIXED,Y,N,0,20,100,OWNER OCCU,5013986,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
5013987,157.55,18871.28,18900,9.4,Chesterfield,VA,23832,5013987,1,2,8/1/2006,7/1/2021,4/21/2006,10/1/2006,699,Y,177,357,180,5013987,0,3,FIXED,Y,N,0,11.15,89.03,OWNER OCCU,5013987,PUD,CASHOUT REFI,FIXED BALLOON 30/15,NINA/NO DOC
5013988,365.78,43413.36,43500,9.5,Clarksburg,WV,26301,5013988,1,2,7/1/2006,6/1/2021,3/27/2006,10/1/2006,628,Y,176,356,180,5013988,0,4,FIXED,Y,N,0,21.8,100,OWNER OCCU,5013988,SINGLE FAMILY,CASHOUT REFI,FIXED BALLOON 30/15,FULL/ALT
5013989,168.19,18171.45,18200,10.625,Greensboro,NC,27455,5013989,1,2,7/1/2006,6/1/2021,5/8/2006,10/1/2006,677,Y,176,356,180,5013989,0,4,FIXED,Y,N,0,13.19,93.19,OWNER OCCU,5013989,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,SIVA
5013990,213.46,19984.46,20000,12.5,Huntersville,NC,28078,5013990,1,2,8/1/2006,7/1/2021,5/10/2006,10/1/2006,625,Y,177,357,180,5013990,0,3,FIXED,Y,N,0,12.27,92.27,OWNER OCCU,5013990,SINGLE FAMILY,RATE/TERM REFI,FIXED BALLOON 30/15,FULL/ALT
5013991,445.64,44941.6,45000,11.5,Mooresville,NC,28115,5013991,1,2,7/1/2006,6/1/2021,5/9/2006,10/1/2006,660,Y,176,356,180,5013991,0,4,FIXED,Y,N,0,23.68,94.96,OWNER OCCU,5013991,PUD,CASHOUT REFI,FIXED BALLOON 30/15,SIVA
