LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Deal ID,Pool ID
308806,80.00,650000.00,690000.00,0,No Insurance,N,741,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,520000.00,520000.00,0.00,20070228,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,TARPON SPRINGS,34689,Y,N,Jumbo,120,360,240,2816.67,2816.67,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
308795,80.00,672500.00,686000.00,0,No Insurance,N,756,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,538000.00,538000.00,0.00,20070226,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Alabama,BIRMINGHAM,35216,Y,N,Jumbo,120,360,240,2914.17,2914.17,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
308807,79.68,0.00,251000.00,0,No Insurance,N,722,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,200000.00,200000.00,0.00,20070228,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Florida,TAMPA,33624,Y,N,Conforming,120,360,240,1083.34,1083.34,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
308799,50.00,0.00,730000.00,0,No Insurance,N,756,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,365000.00,365000.00,0.00,20070223,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,ROCKLEDGE,32955,Y,N,Conforming,120,360,240,1977.09,1977.09,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
308815,63.46,0.00,665000.00,0,No Insurance,N,721,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,422000.00,422000.00,0.00,20070223,20070401,20370301,20070501,6.000,0.250,0.000,0.000,Alabama,BIRMINGHAM,35223,Y,N,Jumbo,120,360,240,2110.00,2110.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306287,80.00,0.00,275000.00,0,No Insurance,N,706,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,220000.00,220000.00,0.00,20070124,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Florida,SAINT AUGUSTINE,32095,Y,N,Conforming,120,360,240,1168.75,1168.75,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306158,80.00,525000.00,525000.00,0,No Insurance,N,740,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,420000.00,420000.00,0.00,20070216,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,YULEE,32097,Y,N,Jumbo,120,360,240,2275.00,2275.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306297,80.00,389000.00,400000.00,0,No Insurance,N,719,Full Documentation,N,30 Year FRM,Purchase,Condo,Secondary,1,311200.00,311200.00,0.00,20070131,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,SARASOTA,34236,Y,N,Conforming,120,360,240,1685.67,1685.67,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306034,80.00,605000.00,653500.00,0,No Insurance,N,785,Full Asset/Stated Income,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,482547.27,484000.00,0.00,20070112,20070301,20370201,20070501,6.000,0.250,0.000,0.000,Tennessee,NASHVILLE,37215,N,N,Jumbo,0,360,360,2901.83,2901.82,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306044,50.09,0.00,925000.00,0,No Insurance,N,789,Full Asset/Stated Income,Y,30 Year FRM,Rate-Term Refinance,Planned unit developments,Primary,1,461145.72,463305.00,0.00,20070119,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Florida,TAMPA,33626,N,N,Jumbo,0,360,360,2890.43,2890.43,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306110,65.88,0.00,400000.00,0,No Insurance,N,781,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,263500.00,263500.00,0.00,20070111,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Alabama,BIRMINGHAM,35213,Y,N,Conforming,120,360,240,1372.40,1372.40,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306267,26.23,0.00,183000.00,0,No Insurance,N,757,Full Documentation,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,48000.00,48000.00,0.00,20070112,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,SARASOTA,34231,Y,N,Conforming,120,360,240,260.00,260.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306269,58.73,0.00,252000.00,0,No Insurance,N,775,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,148000.00,148000.00,0.00,20070122,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Florida,PALM HARBOR,34685,Y,N,Conforming,120,360,240,786.25,786.25,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306281,52.31,0.00,975000.00,0,No Insurance,N,771,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,510000.00,510000.00,0.00,20061229,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,LONGWOOD,32779,Y,N,Jumbo,120,360,240,2762.50,2762.50,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306301,80.00,750000.00,750000.00,0,No Insurance,N,712,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Secondary,1,600000.00,600000.00,0.00,20070131,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Florida,ATLANTIC BEACH,32233,Y,N,Jumbo,120,360,240,3187.50,3187.50,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306303,80.00,140000.00,142000.00,0,No Insurance,N,813,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Secondary,1,112000.00,112000.00,0.00,20070209,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Florida,TALLAHASSEE,32303,Y,N,Conforming,120,360,240,583.34,583.34,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306089,79.25,0.00,265000.00,0,No Insurance,N,741,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,209619.29,210000.00,0.00,20070131,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Alabama,FAIRHOPE,36532,N,N,Conforming,0,360,360,1327.35,1327.35,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306087,80.00,267500.00,270000.00,0,No Insurance,N,806,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,214000.00,214000.00,0.00,20070209,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Tennessee,OOLTEWAH,37363,Y,N,Conforming,120,360,240,1114.59,1114.59,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306292,55.55,0.00,1550000.00,0,No Insurance,N,719,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,861000.00,861000.00,0.00,20070126,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Alabama,BIRMINGHAM,35223,Y,N,Jumbo,120,360,240,4484.38,4484.38,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306032,80.00,257500.00,259000.00,0,No Insurance,N,741,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,205617.40,206000.00,0.00,20070228,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Mississippi,CORINTH,38834,N,N,Conforming,0,360,360,1285.18,1285.18,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306072,80.00,275406.00,290000.00,0,No Insurance,N,768,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,220320.00,220320.00,0.00,20070209,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Alabama,BIRMINGHAM,35242,Y,N,Conforming,120,360,240,1147.50,1147.50,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306109,80.00,975000.00,979000.00,0,No Insurance,N,779,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,780000.00,780000.00,0.00,20070212,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Florida,TAMPA,33606,Y,N,Jumbo,120,360,240,4143.75,4143.75,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306156,80.00,280000.00,285000.00,0,No Insurance,N,752,Full Asset/Stated Income,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,224000.00,224000.00,0.00,20070213,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Florida,ORLANDO,32821,Y,N,Conforming,120,360,240,1190.00,1190.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306021,95.00,324000.00,325000.00,25,United Guaranty Insurance,N,732,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,307241.97,307800.00,0.00,20070220,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Mississippi,MADISON,39110,N,N,Conforming,0,360,360,1945.51,1945.51,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306255,65.00,0.00,224000.00,0,No Insurance,N,731,No,N,15 Year FRM,Cash-out Refinance,Single Family Residence,Investor,1,144658.50,145600.00,0.00,20070227,20070401,20220301,20070501,6.750,0.250,0.000,0.000,Florida,ORLANDO,32822,N,N,Conforming,0,180,180,1288.43,1288.43,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
306252,60.91,0.00,220000.00,0,No Insurance,N,747,Full Asset/Stated Income,N,15 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,132654.20,134000.00,0.00,20070124,20070301,20220201,20070501,6.375,0.250,0.000,0.000,Florida,CAPE CORAL,33914,N,N,Conforming,0,180,180,1158.10,1158.10,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
306208,79.99,169400.00,184000.00,0,No Insurance,N,712,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,135242.19,135500.00,0.00,20070209,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Florida,PALM BAY,32909,N,N,Conforming,0,360,360,834.30,834.30,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306223,80.00,0.00,245000.00,0,No Insurance,N,653,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,195644.68,196000.00,0.00,20070213,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,LUTZ,33549,N,N,Conforming,0,360,360,1238.86,1238.86,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306131,17.43,0.00,1750000.00,0,No Insurance,N,669,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,305000.00,305000.00,0.00,20070125,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,TAMPA,33618,Y,N,Conforming,120,360,240,1652.08,1652.08,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306065,65.00,185000.00,188000.00,0,No Insurance,N,636,No,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,120250.00,120250.00,0.00,20070129,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Mississippi,HATTIESBURG,39402,Y,N,Conforming,120,360,240,651.35,651.35,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306213,64.52,0.00,310000.00,0,No Insurance,N,638,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,199637.40,200000.00,0.00,20070209,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Alabama,MONTGOMERY,36117,N,N,Conforming,0,360,360,1264.14,1264.14,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306221,80.00,0.00,475000.00,0,No Insurance,N,739,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,379277.00,380000.00,0.00,20070213,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Tennessee,WATERTOWN,37184,N,N,Conforming,0,360,360,2339.73,2339.73,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306052,65.00,0.00,250000.00,0,No Insurance,N,634,Stated Income/Stated Asset,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,162046.07,162500.00,0.00,20070112,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Alabama,BIRMINGHAM,35242,N,N,Conforming,0,360,360,1013.79,1013.79,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306061,79.99,179900.00,180000.00,0,No Insurance,N,697,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,143507.61,143900.00,0.00,20070116,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,ORANGE CITY,32763,N,N,Conforming,0,360,360,909.55,909.55,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306081,65.00,287000.00,287000.00,0,No Insurance,N,766,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Investor,1,186041.34,186550.00,0.00,20070125,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Florida,VENICE,34285,N,N,Conforming,0,360,360,1179.13,1179.13,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306107,80.00,0.00,150000.00,0,No Insurance,N,691,Full Documentation,N,30 Year FRM,Cash-out Refinance,Condo,Primary,1,119672.79,120000.00,0.00,20070129,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Tennessee,ANTIOCH,37013,N,N,Conforming,0,360,360,758.49,758.49,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306146,65.00,180000.00,193000.00,0,No Insurance,N,791,No Income Verifier,N,30 Year FRM,Purchase,Condo,Primary,1,117000.00,117000.00,0.00,20070216,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,SAINT PETERSBURG,33705,Y,N,Conforming,120,360,240,633.75,633.75,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306066,80.00,284200.00,285000.00,0,No Insurance,N,700,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Condo,Primary,1,227360.00,227360.00,0.00,20070119,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Tennessee,NASHVILLE,37215,Y,N,Conforming,120,360,240,1231.53,1231.53,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306230,64.42,0.00,163000.00,0,No Insurance,N,685,No,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,104809.65,105000.00,0.00,20070215,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,SAINT PETERSBURG,33710,N,N,Conforming,0,360,360,663.68,663.68,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306100,77.87,122000.00,122000.00,0,No Insurance,N,750,No,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,94728.17,95000.00,0.00,20070126,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Tennessee,POWELL,37849,N,N,Conforming,0,360,360,584.94,584.94,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306136,57.45,0.00,161000.00,0,No Insurance,N,764,No,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,92328.20,92500.00,0.00,20070131,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Mississippi,VICKSBURG,39180,N,N,Conforming,0,360,360,577.08,577.08,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306148,44.17,0.00,120000.00,0,No Insurance,N,712,No Income Verifier,Y,30 Year FRM,Rate-Term Refinance,Two- to four-family,Investor,2,52903.90,53000.00,0.00,20070216,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,WINTER GARDEN,34787,N,N,Conforming,0,360,360,335.00,335.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306142,44.84,0.00,930000.00,0,No Insurance,N,671,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,416225.49,417000.00,0.00,20070205,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Florida,MARCO ISLAND,34145,N,N,Conforming,0,360,360,2601.54,2601.54,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306206,38.30,0.00,235000.00,0,No Insurance,N,769,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,89836.84,90000.00,0.00,20070223,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,FREEPORT,32439,N,N,Conforming,0,360,360,568.87,568.87,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306243,57.78,225000.00,235000.00,0,No Insurance,N,754,Full Asset/Stated Income,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,129764.32,130000.00,0.00,20070227,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,OVIEDO,32765,N,N,Conforming,0,360,360,821.69,821.69,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306234,53.73,0.00,335000.00,0,No Insurance,N,700,Stated Income/Stated Asset,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,179673.68,180000.00,0.00,20070223,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,NAPLES,34117,N,N,Conforming,0,360,360,1137.73,1137.73,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306077,80.00,155000.00,157000.00,0,No Insurance,N,723,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,124000.00,124000.00,0.00,20070122,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Tennessee,KNOXVILLE,37921,Y,N,Conforming,120,360,240,671.67,671.67,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306219,80.00,211000.00,215000.00,0,No Insurance,N,786,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,168800.00,168800.00,0.00,20070214,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Florida,SARASOTA,34239,Y,N,Conforming,120,360,240,879.17,879.17,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306244,48.11,0.00,318000.00,0,No Insurance,N,768,No,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,152861.69,153000.00,0.00,20070227,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Florida,HUDSON,34669,N,N,Conforming,0,360,360,967.06,967.06,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306123,58.01,137900.00,140000.00,0,No Insurance,N,801,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Secondary,1,79635.64,80000.00,0.00,20070129,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Tennessee,SPARTA,38583,N,N,Conforming,0,360,360,505.65,505.65,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306106,56.12,0.00,392000.00,0,No Insurance,N,780,Stated Income/Stated Asset,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,220000.00,220000.00,0.00,20070126,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Louisiana,MARRERO,70072,Y,N,Conforming,120,360,240,1191.67,1191.67,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306259,80.00,0.00,240000.00,0,No Insurance,N,705,Full Documentation,N,15 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,190704.13,192000.00,0.00,20070222,20070401,20220301,20070501,6.250,0.250,0.000,0.000,Alabama,OZARK,36360,N,N,Conforming,0,180,180,1646.26,1646.26,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
306139,37.27,0.00,220000.00,0,No Insurance,N,776,No Income Verifier,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,81847.70,82000.00,0.00,20070131,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Florida,FORT MYERS,33905,N,N,Conforming,0,360,360,511.58,511.58,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306211,35.31,0.00,294500.00,0,No Insurance,N,802,No,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,103797.33,104000.00,0.00,20070208,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Georgia,FAYETTEVILLE,30215,N,N,Conforming,0,360,360,631.92,631.92,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306088,56.42,0.00,358000.00,0,No Insurance,N,765,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,201449.19,202000.00,0.00,20070125,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Louisiana,NEW ORLEANS,70124,N,N,Conforming,0,360,360,1276.78,1276.78,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306140,56.28,0.00,183000.00,0,No Insurance,N,784,No,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,102813.27,103000.00,0.00,20070131,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,TITUSVILLE,32796,N,N,Conforming,0,360,360,651.04,651.04,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306152,54.55,110000.00,110000.00,0,No Insurance,N,703,No,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,59885.84,60000.00,0.00,20070223,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Mississippi,CORINTH,38834,N,N,Conforming,0,360,360,369.44,369.44,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306029,70.00,0.00,635000.00,0,No Insurance,N,703,No Income Verifier,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Secondary,1,443287.96,444500.00,0.00,20070103,20070301,20370201,20070501,6.500,0.250,0.000,0.000,Alabama,GULF SHORES,36542,N,N,Jumbo,0,360,360,2809.55,2809.55,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306233,37.60,0.00,125000.00,0,No Insurance,N,753,Full Asset/Stated Income,Y,15 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,46502.38,47000.00,0.00,20070129,20070301,20220201,20070501,5.750,0.250,0.000,0.000,Alabama,MONTGOMERY,36106,N,N,Conforming,0,180,180,390.30,390.30,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
306229,61.73,0.00,810000.00,0,No Insurance,N,789,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,485000.00,500000.00,0.00,20070124,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Florida,JACKSONVILLE,32225,Y,N,Jumbo,120,360,240,2604.17,2526.04,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
306241,83.33,0.00,120000.00,6,Republic Mtge Ins Co,N,761,Full Asset/Stated Income,N,15 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,99332.23,100000.00,0.00,20070212,20070401,20220301,20070501,6.375,0.250,0.000,0.000,Alabama,SELMA,36701,N,N,Conforming,0,180,180,864.26,864.26,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305143,51.83,311385.00,313000.00,0,No Insurance,N,686,Stated Documentation,N,15 Year FRM,Purchase,Planned unit developments,Primary,1,160192.83,161385.00,0.00,20070208,20070401,20220301,20070501,5.875,0.250,0.000,0.000,Colorado,FORT COLLINS,80525,N,N,Conforming,0,180,180,1350.99,1350.99,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305145,61.25,179594.00,181000.00,0,No Insurance,N,687,Stated Documentation,Y,15 Year FRM,Purchase,Planned unit developments,Investor,1,108322.52,110000.00,0.00,20070227,20070401,20220301,20070501,5.750,0.250,0.000,0.000,Texas,AUSTIN,78748,N,N,Conforming,0,180,180,913.46,913.46,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305146,60.84,180802.00,184000.00,0,No Insurance,N,687,Stated Documentation,Y,15 Year FRM,Purchase,Planned unit developments,Investor,1,108322.52,110000.00,0.00,20070227,20070401,20220301,20070501,5.750,0.250,0.000,0.000,Texas,AUSTIN,78748,N,N,Conforming,0,180,180,913.46,913.46,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305652,80.00,285990.00,290000.00,0,No Insurance,N,681,No Ratio,N,30 Year FRM,Purchase,Condo,Primary,1,228792.00,228792.00,0.00,20061204,20070201,20370101,20070501,6.500,0.250,0.000,0.000,California,SACRAMENTO,95834,Y,N,Conforming,120,360,240,1239.29,1239.29,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305738,80.00,217987.00,228000.00,0,No Insurance,N,687,No,N,30 Year FRM,Purchase,Condo,Primary,1,174388.99,174389.00,0.00,20070209,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Oregon,HILLSBORO,97123,Y,N,Conforming,120,360,240,926.44,926.44,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305779,80.00,225000.00,225000.00,0,No Insurance,N,702,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,180000.00,180000.00,0.00,20070215,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Nevada,LAS VEGAS,89141,Y,N,Conforming,120,360,240,956.25,956.25,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305788,80.00,282000.00,285000.00,0,No Insurance,N,779,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,225599.99,225600.00,0.00,20070223,20070401,20370301,20070501,6.000,0.250,0.000,0.000,Colorado,AURORA,80016,Y,N,Conforming,120,360,240,1128.00,1128.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
