LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,LOANSKEY,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LOANSKEY,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,LOANSKEY,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,LOANSKEY,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
282179,75,0,675000,0,No Insurance,N,823,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282179,Primary,1,506250,506250,0,4/18/2005,6/1/2005,5/1/2035,1/1/2007,5.875,0.25,0.0018,282179,0,California,CAMBRIA CA,93428,Y,N,Jumbo,84,360,276,2478.52,"2,478.52",282179,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282179,5/1/2012,6/1/2012,5,2,5,2.25,10.88,64,65,N,0
282180,70,962000,962000,0,No Insurance,N,775,Full Documentation,Y,7 Year ARM,Purchase,Single Family Residence,282180,Primary,1,673400,673400,0,4/4/2005,6/1/2005,5/1/2035,1/1/2007,5.625,0.25,0.0018,282180,0,California,NEWPORT BEACH CA,92660,Y,N,Jumbo,84,360,276,3156.57,"3,156.57",282180,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282180,5/1/2012,6/1/2012,5,2,5,2.25,10.63,64,65,N,0
282181,69.57,1150000,1150000,0,No Insurance,N,716,Full Documentation,Y,7 Year ARM,Purchase,Single Family Residence,282181,Primary,1,792031.26,800000,0,3/29/2005,5/1/2005,4/1/2035,1/1/2007,5.625,0.25,0.0018,282181,0,California,YORBA LINDA CA,92886,Y,N,Jumbo,84,360,276,3750,"3,713.05",282181,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282181,4/1/2012,5/1/2012,5,2,5,2.25,10.63,63,64,N,0
282182,65.43,1681145,1681145,0,No Insurance,N,772,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282182,Primary,1,1098477.55,1100000,0,4/11/2005,6/1/2005,5/1/2035,1/1/2007,5.75,0.25,0.0018,282182,0,California,PALOS VERDES ESTATES,90274,Y,N,Jumbo,84,360,276,5270.84,"5,263.71",282182,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282182,5/1/2012,6/1/2012,5,2,5,2.25,10.75,64,65,N,0
282183,67.6,0,1500000,0,No Insurance,N,784,Full Documentation,Y,7 Year ARM,Cash-out Refinance,Single Family Residence,282183,Primary,1,1014000,1014000,0,3/28/2005,5/1/2005,4/1/2035,1/1/2007,5.75,0.25,0.0018,282183,0,California,POWAY CA,92064,Y,N,Jumbo,84,360,276,4858.75,"4,858.75",282183,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282183,4/1/2012,5/1/2012,5,2,5,2.25,10.75,63,64,N,0
282184,65.25,1151000,1151000,0,No Insurance,N,783,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282184,Primary,1,751000,751000,0,4/1/2005,6/1/2005,5/1/2035,1/1/2007,5.75,0.25,0.0018,282184,0,California,SAN CLEMENTE CA,92673,Y,N,Jumbo,84,360,276,3598.55,"3,598.54",282184,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282184,5/1/2012,6/1/2012,5,2,5,2.25,10.75,64,65,N,0
282185,66.44,1475000,1475000,0,No Insurance,N,746,Reduced - No Income Verification,N,7 Year ARM,Purchase,Single Family Residence,282185,Primary,1,980000,980000,0,4/8/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,282185,0,California,SOLANA BEACH CA,92075,Y,N,Jumbo,84,360,276,4491.67,"4,491.67",282185,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282185,5/1/2012,6/1/2012,5,2,5,2.25,10.5,64,65,N,0
282186,58.69,0,1065000,0,No Insurance,N,711,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,282186,Primary,1,624999.99,625000,0,3/21/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,282186,0,California,LOS ANGELES CA,90046,Y,N,Jumbo,84,360,276,2864.59,"2,864.58",282186,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282186,4/1/2012,5/1/2012,5,2,5,2.25,10.5,63,64,N,0
282187,80,599000,599000,0,No Insurance,N,805,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282187,Primary,1,479200,479200,0,4/1/2005,6/1/2005,5/1/2035,1/1/2007,5.125,0.25,0.0018,282187,0,California,TAHOMA CA,96142,Y,N,Jumbo,84,360,276,2046.59,"2,046.59",282187,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282187,5/1/2012,6/1/2012,5,2,5,2.25,10.13,64,65,N,0
282189,80,0,620000,0,No Insurance,N,738,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,282189,Primary,1,496000,496000,0,3/15/2005,5/1/2005,4/1/2035,1/1/2007,5.625,0.25,0.0018,282189,0,California,WESTMINSTER CA,92683,Y,N,Jumbo,84,360,276,2325,"2,325.00",282189,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282189,4/1/2012,5/1/2012,5,2,5,2.25,10.63,63,64,N,0
282190,80,675000,675000,0,No Insurance,N,782,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282190,Primary,1,539620.32,540000,0,4/4/2005,6/1/2005,5/1/2035,1/1/2007,5.25,0.25,0.0018,282190,0,California,ORANGE CA,92869,Y,N,Jumbo,84,360,276,2362.5,"2,360.84",282190,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282190,5/1/2012,6/1/2012,5,2,5,2.25,10.25,64,65,N,0
282191,58.82,2550000,2550000,0,No Insurance,N,793,Reduced - No Income Verification,N,7 Year ARM,Purchase,Planned unit developments,282191,Primary,1,1489783.44,1500000,0,5/18/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,282191,0,California,ENCINITAS CA,92024,Y,N,Jumbo,84,360,276,7031.25,"6,983.36",282191,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282191,6/1/2012,7/1/2012,5,2,5,2.5,10.63,65,66,N,0
282192,70,1283000,1283000,0,No Insurance,N,767,Simply Signature,N,7 Year ARM,Purchase,Single Family Residence,282192,Primary,1,898099.98,898100,0,3/7/2005,5/1/2005,4/1/2035,1/1/2007,4.875,0.25,0.0018,282192,0,California,LOS ANGELES CA,90027,Y,N,Jumbo,84,360,276,3648.54,"3,648.53",282192,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282192,4/1/2012,5/1/2012,5,2,5,2.25,9.88,63,64,N,0
282193,76.08,761000,761000,0,No Insurance,N,777,Simply Signature,N,7 Year ARM,Purchase,Single Family Residence,282193,Primary,1,559937.1,579000,0,3/16/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,282193,0,California,HUNTINGTON BEACH CA,92646,Y,N,Jumbo,84,360,276,2593.44,"2,512.55",282193,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282193,4/1/2012,5/1/2012,5,2,5,2.25,10.38,63,64,N,0
282194,57.85,0,2050000,0,No Insurance,N,701,Full Documentation,Y,7 Year ARM,Rate-Term Refinance,Single Family Residence,282194,Primary,1,1185999.99,1186000,0,3/15/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,282194,0,California,LOS ANGELES CA,90046,Y,N,Jumbo,84,360,276,5312.3,"5,312.29",282194,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282194,4/1/2012,5/1/2012,5,2,5,2.5,10.38,63,64,N,0
282196,52.38,3150000,3150000,0,No Insurance,N,665,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282196,Primary,1,1649554.56,1650000,0,3/8/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,282196,0,California,SAN DIEGO CA,92127,Y,N,Jumbo,84,360,276,7390.63,"7,388.63",282196,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282196,4/1/2012,5/1/2012,5,2,5,2.5,10.38,63,64,N,0
282197,56.1,1025000,1025000,0,No Insurance,N,772,Simply Signature,N,7 Year ARM,Purchase,Condo,282197,Primary,1,225000,575000,0,3/16/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282197,0,California,NEWPORT BEACH CA,92663,Y,N,Jumbo,84,360,276,2515.63,984.38,282197,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282197,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282198,72.13,0,800000,0,No Insurance,N,786,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282198,Primary,1,560362.52,577000,0,3/25/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,282198,0,California,GLENDALE CA,91202,Y,N,Jumbo,84,360,276,2644.59,"2,570.62",282198,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282198,4/1/2012,5/1/2012,5,2,5,2.25,10.5,63,64,N,0
282200,78.13,640000,640000,0,No Insurance,N,766,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282200,Primary,1,500000,500000,0,3/16/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282200,0,California,CARLSBAD CA,92009,Y,N,Jumbo,84,360,276,2187.5,"2,187.50",282200,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282200,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282201,73.03,0,890000,0,No Insurance,N,746,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282201,Primary,1,648460.27,650000,0,4/6/2005,6/1/2005,5/1/2035,1/1/2007,5.375,0.25,0.0018,282201,0,California,SAN DIEGO CA,92103,Y,N,Jumbo,84,360,276,2911.46,"2,904.56",282201,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282201,5/1/2012,6/1/2012,5,2,5,2.25,10.38,64,65,N,0
282202,70,1114965,1114965,0,No Insurance,N,815,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282202,Primary,1,390564.14,780450,0,3/12/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282202,0,California,CARLSBAD CA,92009,Y,N,Jumbo,84,360,276,3414.47,"1,744.83",282202,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282202,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282203,69.44,0,1440000,0,No Insurance,N,714,Reduced - No Income Verification,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,282203,Primary,1,1000000,1000000,0,3/24/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282203,0,California,OXNARD CA,93035,Y,N,Jumbo,84,360,276,4375,"4,375.00",282203,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282203,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282204,80,730000,730000,0,No Insurance,N,742,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282204,Primary,1,583999.99,584000,0,3/14/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,282204,0,California,LOS ANGELES CA,90230,Y,N,Jumbo,84,360,276,2615.83,"2,615.83",282204,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282204,4/1/2012,5/1/2012,5,2,5,2.25,10.38,63,64,N,0
282205,60,0,2100000,0,No Insurance,N,739,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,282205,Primary,1,1260000,1260000,0,3/22/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282205,0,California,ENCINITAS CA,92024,Y,N,Jumbo,84,360,276,5512.5,"5,512.50",282205,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282205,4/1/2012,5/1/2012,5,2,5,2.5,10.25,63,64,N,0
282206,77.04,649000,649000,0,No Insurance,N,777,Full Documentation,N,7 Year ARM,Purchase,Condo,282206,Primary,1,499999.99,500000,0,2/24/2005,4/1/2005,3/1/2035,1/1/2007,5.375,0.25,0.0018,282206,0,California,TORRANCE CA,90503,Y,N,Jumbo,84,360,276,2239.59,"2,239.58",282206,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282206,3/1/2012,4/1/2012,5,2,5,2.25,10.38,62,63,N,0
282207,48.42,0,1150000,0,No Insurance,N,764,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,282207,Primary,1,546000,556800,0,3/9/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282207,0,California,SAN DIEGO CA,92107,Y,N,Jumbo,84,360,276,2436,"2,390.94",282207,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282207,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282208,60.06,0,950000,0,No Insurance,N,753,Full Documentation,Y,7 Year ARM,Cash-out Refinance,Planned unit developments,282208,Primary,1,569872.78,570600,0,3/11/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,282208,0,California,GLENDALE CA,91206,Y,N,Jumbo,84,360,276,2615.25,"2,611.93",282208,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282208,4/1/2012,5/1/2012,5,2,5,2.25,10.5,63,64,N,0
282209,70,830000,830000,0,No Insurance,N,716,Reduced - No Income Verification,Y,7 Year ARM,Purchase,Single Family Residence,282209,Primary,1,579904.67,581000,0,3/7/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,282209,0,California,LOS ANGELES CA,90036,Y,N,Jumbo,84,360,276,2662.92,"2,658.54",282209,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282209,4/1/2012,5/1/2012,5,2,5,2.25,10.5,63,64,N,0
282210,65.87,879000,879000,0,No Insurance,N,827,Reduced - No Income Verification,Y,7 Year ARM,Purchase,Condo,282210,Primary,1,578999.99,579000,0,3/18/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282210,0,California,LOS ANGELES CA,90025,Y,N,Jumbo,84,360,276,2472.82,"2,472.81",282210,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282210,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
282212,64.71,0,1700000,0,No Insurance,N,749,Full Documentation,Y,7 Year ARM,Cash-out Refinance,Single Family Residence,282212,Primary,1,1099999.98,1100000,0,3/15/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,282212,0,California,FALLBROOK CA,92028,Y,N,Jumbo,84,360,276,4927.09,"4,927.08",282212,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282212,4/1/2012,5/1/2012,5,2,5,2.25,10.38,63,64,N,0
282213,80,615000,615000,0,No Insurance,N,772,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282213,Primary,1,492000,492000,0,3/7/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282213,0,California,WOODLAND HILLS CA,91364,Y,N,Jumbo,84,360,276,2152.5,"2,152.50",282213,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282213,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282214,64.47,985000,985000,0,No Insurance,N,725,Reduced - No Income Verification,Y,7 Year ARM,Purchase,Single Family Residence,282214,Primary,1,635000,635000,0,3/4/2005,5/1/2005,4/1/2035,1/1/2007,4.875,0.25,0.0018,282214,0,California,ENCINO CA,91316,Y,N,Jumbo,84,360,276,2579.69,"2,579.69",282214,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282214,4/1/2012,5/1/2012,5,2,5,2.25,9.88,63,64,N,0
282215,60,2400000,2400000,0,No Insurance,N,775,Simply Signature,Y,7 Year ARM,Purchase,Single Family Residence,282215,Primary,1,1440000,1440000,0,3/9/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282215,0,California,BEVERLY HILLS CA,90210,Y,N,Jumbo,84,360,276,6150,"6,150.00",282215,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282215,4/1/2012,5/1/2012,5,2,5,2.5,10.13,63,64,N,0
282216,64.78,1042000,1042000,0,No Insurance,N,770,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282216,Primary,1,674998.92,675000,0,3/1/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282216,0,California,SAN DIEGO CA,92129,Y,N,Jumbo,84,360,276,2882.81,"2,882.81",282216,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282216,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
282217,77.52,645000,645000,0,No Insurance,N,778,Simply Signature,Y,7 Year ARM,Purchase,Planned unit developments,282217,Primary,1,427000,500000,0,3/4/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282217,0,California,INDIO CA,92203,Y,N,Jumbo,84,360,276,2187.5,"1,868.13",282217,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282217,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282218,47.06,0,1700000,0,No Insurance,N,823,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282218,Primary,1,800000,800000,0,3/25/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282218,0,California,ENCINITAS CA,92024,Y,N,Jumbo,84,360,276,3500,"3,500.00",282218,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282218,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282220,80,1350000,1350000,0,No Insurance,N,729,Full Documentation,N,7 Year ARM,Purchase,Condo,282220,Primary,1,1072444.42,1080000,0,3/1/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282220,0,California,WEST HOLLYWOOD CA,90069,Y,N,Jumbo,84,360,276,4725,"4,691.94",282220,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282220,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282221,80,635000,635000,0,No Insurance,N,820,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282221,Primary,1,507999.99,508000,0,3/4/2005,5/1/2005,4/1/2035,1/1/2007,5.5,0.25,0.0018,282221,0,California,NORTH HOLLYWOOD CA,91602,Y,N,Jumbo,84,360,276,2328.34,"2,328.33",282221,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282221,4/1/2012,5/1/2012,5,2,5,2.25,10.5,63,64,N,0
282223,70,1170000,1170000,0,No Insurance,N,772,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,282223,Primary,1,818443.61,819000,0,3/18/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282223,0,California,HUNTINGTON BEACH CA,92648,Y,N,Jumbo,84,360,276,3583.13,"3,582.52",282223,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282223,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282224,70,990000,990000,0,No Insurance,N,777,Full Documentation,N,7 Year ARM,Purchase,Condo,282224,Primary,1,693000,693000,0,3/2/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282224,0,California,NEWPORT BEACH CA,92657,Y,N,Jumbo,84,360,276,2959.69,"2,959.69",282224,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282224,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
282225,60.91,0,1100000,0,No Insurance,N,681,Reduced - No Income Verification,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,282225,Primary,1,669999.99,670000,0,4/1/2005,6/1/2005,5/1/2035,1/1/2007,5.375,0.25,0.0018,282225,0,California,CARLSBAD CA,92009,Y,N,Jumbo,84,360,276,3001.05,"3,001.04",282225,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282225,5/1/2012,6/1/2012,5,2,5,2.25,10.38,64,65,N,0
282226,53.72,0,1600000,0,No Insurance,N,702,Reduced - No Income Verification,Y,7 Year ARM,Cash-out Refinance,Single Family Residence,282226,Primary,1,859499.99,859500,0,4/1/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,282226,0,California,DEL MAR CA,92014,Y,N,Jumbo,84,360,276,3939.38,"3,939.37",282226,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282226,5/1/2012,6/1/2012,5,2,5,2.25,10.5,64,65,N,0
282227,65.48,0,840000,0,No Insurance,N,679,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282227,Primary,1,542173.47,550000,0,3/17/2005,5/1/2005,4/1/2035,1/1/2007,4.75,0.25,0.0018,282227,0,California,SAN FRANCISCO CA,94116,Y,N,Jumbo,84,360,276,2177.09,"2,147.10",282227,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282227,4/1/2012,5/1/2012,5,2,5,2.25,9.75,63,64,N,0
282228,80,750000,750000,0,No Insurance,N,785,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282228,Primary,1,600000,600000,0,3/1/2005,4/1/2005,3/1/2035,1/1/2007,5,0.25,0.0018,282228,0,California,NEWBURY PARK CA,91320,Y,N,Jumbo,84,360,276,2500,"2,500.00",282228,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282228,3/1/2012,4/1/2012,5,2,5,2.25,10,62,63,N,0
282229,61.4,0,1075000,0,No Insurance,N,648,Reduced - No Income Verification,Y,7 Year ARM,Rate-Term Refinance,Single Family Residence,282229,Primary,1,659865.31,660000,0,3/23/2005,5/1/2005,4/1/2035,1/1/2007,5.625,0.25,0.0018,282229,0,California,HERMOSA BEACH CA,90254,Y,N,Jumbo,84,360,276,3093.75,"3,093.12",282229,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282229,4/1/2012,5/1/2012,5,2,5,2.25,10.63,63,64,N,0
282230,19.61,0,5100000,0,No Insurance,N,743,Reduced - No Income Verification,Y,7 Year ARM,Rate-Term Refinance,Single Family Residence,282230,Primary,1,999999.98,1000000,0,3/8/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282230,0,California,LA JOLLA CA,92037,Y,N,Jumbo,84,360,276,4270.84,"4,270.83",282230,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282230,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
282231,75,0,800000,0,No Insurance,N,663,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282231,Primary,1,598908.61,600000,0,3/16/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,282231,0,California,COSTA MESA CA,92627,Y,N,Jumbo,84,360,276,2625,"2,620.58",282231,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282231,4/1/2012,5/1/2012,5,2,5,2.25,10.25,63,64,N,0
282232,74.12,0,850000,0,No Insurance,N,649,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,282232,Primary,1,629717.14,630000,0,3/10/2005,5/1/2005,4/1/2035,1/1/2007,4.875,0.25,0.0018,282232,0,California,SAN DIEGO CA,92106,Y,N,Jumbo,84,360,276,2559.38,"2,558.39",282232,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282232,4/1/2012,5/1/2012,5,2,5,2.25,9.88,63,64,N,0
282233,70,1549000,1549000,0,No Insurance,N,791,Reduced - No Income Verification,Y,7 Year ARM,Purchase,Single Family Residence,282233,Primary,1,1084300,1084300,0,2/23/2005,4/1/2005,3/1/2035,1/1/2007,5.25,0.25,0.0018,282233,0,California,LOS ANGELES CA,90049,Y,N,Jumbo,84,360,276,4743.81,"4,743.81",282233,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282233,3/1/2012,4/1/2012,5,2,5,2.25,10.25,62,63,N,0
282234,63.3,0,1090000,0,No Insurance,N,675,Full Documentation,N,7 Year ARM,Rate-Term Refinance,Single Family Residence,282234,Primary,1,689999.99,690000,0,3/3/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282234,0,California,SAN DIEGO CA,92127,Y,N,Jumbo,84,360,276,2946.88,"2,946.87",282234,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282234,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
282235,79.99,653418,653418,0,No Insurance,N,709,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,282235,Primary,1,522690.71,522700,0,3/15/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,282235,0,California,CHULA VISTA CA,91915,Y,N,Jumbo,84,360,276,2232.37,"2,232.32",282235,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,84,12,85,12,282235,4/1/2012,5/1/2012,5,2,5,2.25,10.13,63,64,N,0
