GSANUM,ABSDELQ,ACAP,ACTBAL,AGE,APPR,ARMFLAG,ASOFDATE,ATERM,BALLFLAG,GSANUM,CITY,DTI,EMPLOY,FACAP,FDUEDATE,FHFLAG,FICO,FPCDT,FRADJPER,GSANUM,FRCDT,FRECAST,GROUP,GS_INDEXLIT,GS_PPLIT,GSOLTV,INCOME,IOFLAG,IOTERM,GSANUM,IRATE,LCAP,LIEN,LPMIFEE,LPMIFLAG,MARGIN,MAXRATE,MDATE,MICOLIT,MICOV,MIFLAG,MINOPI,MINRATE,GSANUM,MTM_DOCLIT,MTM_OCCLIT,MTM_ORIGINATOR,MTM_PRODLIT,MTM_PROPLIT,GSANUM,MTM_PURPLIT,MTR,NEGAMFLAG,NEGAMLIMIT,NPCDT,NRATE,NRCDT,OATERM,OBAL,GSANUM,ODATE,OPI,ORATE,OTERM,PBAL,PCAP,PDATE,PI,PPOFLAG,PPOTERM,PRICE,GSANUM,RADJPER,RATE,RECAST,RTERM,SCHEDBAL,MTM_SERVICER,SILENT,SPCOLTV,SRLIEN,STATE,SUBLIEN,GSANUM,TRATE,TTERM,UNITS,ZIP
6684695,CURRENT,1.5,127960.96,2,142200,ARM,3/1/2007,478,Y,6684695,PATTERSON,38.26,N,2,2/1/2007,N,542,2/1/2009,24,6684695,1/1/2009,,GROUP1,6ML,NA,90,8395.14,N,0,6684695,,7,1,0,N,6.05,17.2,1/1/2037,,0,N,,10.2,6684695,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6684695,CASHOUT REFI,22,N,0,2/1/2009,9.69,1/1/2009,480,127980,6684695,12/19/2006,1106.87,10.2,360,127941.76,,2/1/2007,1106.87,N,0,0,6684695,6,10.2,,358,127941.76,AVELO,N,90,0,LA,0,6684695,,0,1,70392
6685360,CURRENT,1.5,254955.84,2,483000,ARM,3/1/2007,478,Y,6685360,OVIEDO,31.84,Y,2,2/1/2007,N,532,2/1/2009,24,6685360,1/1/2009,,GROUP1,6ML,HE6MO80PCT,52.8,10280,N,0,6685360,,7,1,0,N,6.3,16.7,1/1/2037,,0,N,,9.7,6685360,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685360,CASHOUT REFI,22,N,0,2/1/2009,9.19,1/1/2009,480,255000,6685360,12/22/2006,2105.41,9.7,360,254911.32,,2/1/2007,2105.41,Y,12,0,6685360,6,9.7,,358,254911.32,AVELO,N,52.8,0,FL,0,6685360,,0,1,32765
6684037,CURRENT,1.5,50893.53,2,63000,ARM,3/1/2007,358,N,6684037,RICHMOND,29.24,N,2,2/1/2007,Y,522,2/1/2009,24,6684037,1/1/2009,,GROUP1,6ML,2PER,85,2017.6,N,0,6684037,,7,1,0,N,6.05,17.225,1/1/2037,,0,N,,10.225,6684037,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6684037,PURCHASE,22,N,0,2/1/2009,9.715,1/1/2009,360,50915,6684037,12/29/2006,455.31,10.225,360,50871.88,,2/1/2007,455.31,Y,24,59900,6684037,6,10.225,,358,50871.88,AVELO,Y,95,0,IN,5990,6684037,,0,1,47374
6687779,CURRENT,1.5,235000,1,280000,ARM,3/1/2007,359,N,6687779,EVERGREEN PARK,40.29,N,2,3/1/2007,N,522,3/1/2009,24,6687779,2/1/2009,,GROUP1,6ML,NA,83.93,5897.24,N,0,6687779,,7,1,0,N,5.5,15.75,2/1/2037,,0,N,,8.75,6687779,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6687779,CASHOUT REFI,23,N,0,3/1/2009,8.24,2/1/2009,360,235000,6687779,1/9/2007,1848.75,8.75,360,234864.79,,2/1/2007,1848.75,N,0,0,6687779,6,8.75,,359,234864.79,AVELO,N,83.93,0,IL,0,6687779,,0,1,60805
6688682,CURRENT,1.5,359737.86,5,379000,ARM,3/1/2007,475,Y,6688682,DIXON,47.74,N,2,11/1/2006,N,672,11/1/2008,24,6688682,10/1/2008,,GROUP1,6ML,HE6MO80PCT,95,15352.28,N,0,6688682,,7,1,0,N,6.3,16.75,10/1/2036,,0,N,,9.75,6688682,STATED DOC,INVESTOR,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6688682,CASHOUT REFI,19,N,0,11/1/2008,9.24,10/1/2008,480,360050,6688682,9/7/2006,2986.83,9.75,360,359737.86,,3/1/2007,2986.83,Y,12,0,6688682,6,9.75,,355,359737.86,AVELO,N,95,0,CA,0,6688682,,0,1,95620
6688375,CURRENT,1.5,407858.18,1,510000,ARM,3/1/2007,479,Y,6688375,LONG BEACH,49.25,N,2,3/1/2007,Y,645,3/1/2009,24,6688375,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,15800,N,0,6688375,,7,1,0,N,6.15,14.325,2/1/2037,,0,N,,7.325,6688375,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,2 FAMILY,6688375,PURCHASE,23,N,0,3/1/2009,6.815,2/1/2009,480,408000,6688375,1/4/2007,2632.32,7.325,360,407858.18,,3/1/2007,2632.32,Y,24,510000,6688375,6,7.325,,359,407858.18,AVELO,Y,100,0,CA,102000,6688375,,0,2,90805
6687695,CURRENT,1.5,222400,1,278000,ARM,3/1/2007,479,Y,6687695,LAS VEGAS,49.27,N,2,3/1/2007,N,699,3/1/2009,24,6687695,2/1/2009,,GROUP1,6ML,HE6MO80PCT,80,8750,N,0,6687695,,7,1,0,N,6.3,14.675,2/1/2037,,0,N,,7.675,6687695,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6687695,RATE/TERM REFI,23,N,0,3/1/2009,7.165,2/1/2009,480,222400,6687695,1/9/2007,1492.4,7.675,360,222330.03,,2/1/2007,1492.4,Y,24,0,6687695,6,7.675,,359,222330.03,AVELO,Y,100,0,NV,55600,6687695,,0,1,89145
6684745,CURRENT,1.5,138528.36,2,175000,ARM,3/1/2007,478,Y,6684745,BROKEN ARROW,43.25,N,2,2/1/2007,Y,610,2/1/2009,24,6684745,1/1/2009,,GROUP2,6ML,HE6MO80PCT,80,10384.24,N,0,6684745,,7,1,0,N,6.05,15.775,1/1/2037,,0,N,,8.775,6684745,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6684745,PURCHASE,22,N,0,2/1/2009,8.265,1/1/2009,480,138560,6684745,12/29/2006,1044.86,8.775,360,138496.49,,2/1/2007,1044.86,Y,24,173200,6684745,6,8.775,,358,138496.49,AVELO,Y,100,0,OK,34640,6684745,,0,1,74014
6683643,CURRENT,0,27791.95,2,148000,FIXED,3/1/2007,358,N,6683643,CALEDONIA,42.54,N,0,2/1/2007,Y,632,00/00/0000,0,6683643,00/00/0000,,GROUP1,,NA,20,4966.67,N,0,6683643,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6683643,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683643,PURCHASE,0,N,0,00/00/0000,11.44,00/00/0000,360,27800,6683643,12/27/2006,284.89,11.95,360,27783.82,,2/1/2007,284.89,N,0,139000,6683643,0,11.95,,358,27783.82,AVELO,N,100,111200,WI,0,6683643,,0,1,53402
6685956,CURRENT,1.5,666999.99,2,834000,ARM,3/1/2007,0,N,6685956,GLEN HEAD,33.91,N,2,2/1/2007,N,727,2/1/2009,24,6685956,1/1/2009,,GROUP2,6ML,HE6MO80PCT,79.98,14000,Y,60,6685956,,7,1,0,N,6.15,14.9,1/1/2037,,0,N,,7.9,6685956,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6685956,CASHOUT REFI,22,N,0,2/1/2009,7.39,1/1/2009,360,667000,6685956,12/19/2006,4391.09,7.9,360,666999.99,,2/1/2007,4391.09,Y,12,0,6685956,6,7.9,,358,666999.99,AVELO,N,79.98,0,NY,0,6685956,,0,1,11545
6686948,CURRENT,0,122500,1,185000,FIXED,3/1/2007,359,N,6686948,BALTIMORE,23.12,N,0,3/1/2007,N,643,00/00/0000,0,6686948,00/00/0000,,GROUP1,,NA,66.22,5407.38,N,0,6686948,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686948,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,CONDO,6686948,CASHOUT REFI,0,N,0,00/00/0000,7.79,00/00/0000,360,122500,6686948,1/18/2007,924.62,8.3,360,122422.67,,2/1/2007,924.62,N,0,0,6686948,0,8.3,,359,122422.67,AVELO,N,66.22,0,MD,0,6686948,,0,1,21231
6684424,CURRENT,1.5,87396.09,2,92000,ARM,3/1/2007,598,Y,6684424,HOPKINS,47.37,N,2,2/1/2007,N,582,2/1/2010,36,6684424,1/1/2010,,GROUP1,6ML,2%VS2MOINT,95,3612.49,N,0,6684424,,7,1,0,N,6.05,18.15,1/1/2037,,0,N,,11.15,6684424,FULL DOC,OWNER OCCUPIED,NEW CENTURY,3 YR ARM BALLOON 50/30,CONDO,6684424,CASHOUT REFI,34,N,0,2/1/2010,10.64,1/1/2010,600,87400,6684424,12/8/2006,815.27,11.15,360,87392.88,,2/1/2007,815.27,Y,36,0,6684424,6,11.15,,358,87392.88,AVELO,N,95,0,MN,0,6684424,,0,1,55343
6688584,CURRENT,1.5,545300,1,574000,ARM,3/1/2007,0,N,6688584,CONCORD,42.99,N,2,3/1/2007,N,668,3/1/2009,24,6688584,2/1/2009,,GROUP2,6ML,HE6MO80PCT,95,10268.22,Y,60,6688584,,7,1,0,N,6.25,14.45,2/1/2037,,0,N,,7.45,6688584,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6688584,CASHOUT REFI,23,N,0,3/1/2009,6.94,2/1/2009,360,545300,6688584,1/2/2007,3385.41,7.45,360,545300,,2/1/2007,3385.41,Y,24,0,6688584,6,7.45,,359,545300,AVELO,N,95,0,CA,0,6688584,,0,1,94519
6686889,CURRENT,1.5,117750,1,157000,ARM,3/1/2007,479,Y,6686889,MYRTLE BEACH,48.57,N,2,3/1/2007,N,581,3/1/2009,24,6686889,2/1/2009,,GROUP1,6ML,NA,75,12000,N,0,6686889,,7,1,0,N,6.3,15.688,2/1/2037,,0,N,,8.688,6686889,STATED DOC,SECOND HOME,NEW CENTURY,2 YR ARM BALLOON 40/30,CONDO,6686889,CASHOUT REFI,23,N,0,3/1/2009,8.178,2/1/2009,480,117750,6686889,1/5/2007,880.1,8.688,360,117722.41,,2/1/2007,880.1,N,0,0,6686889,6,8.688,,359,117722.41,AVELO,N,75,0,SC,0,6686889,,0,1,29579
6685307,CURRENT,1.5,239945,2,325000,ARM,3/1/2007,597,Y,6685307,HILO,41.42,Y,2,2/1/2007,N,647,2/1/2009,24,6685307,1/1/2009,,GROUP1,6ML,HE6MO80PCT,80,9000,N,0,6685307,,7,1,0,N,6.15,14.975,1/1/2037,,0,N,,7.975,6685307,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6685307,PURCHASE,22,N,0,2/1/2009,7.465,1/1/2009,600,240000,6685307,12/14/2006,1625.55,7.975,360,239914.08,,2/1/2007,1625.55,Y,12,300000,6685307,6,7.975,,358,239914.08,AVELO,Y,100,0,HI,60000,6685307,,0,1,96720
6688067,CURRENT,1.5,304000,1,400000,ARM,3/1/2007,479,Y,6688067,FAR ROCKAWAY,49.31,N,2,3/1/2007,Y,650,3/1/2009,24,6688067,2/1/2009,,GROUP2,6ML,NA,80,9240,N,0,6688067,,7,1,0,N,6.15,14.575,2/1/2037,,0,N,,7.575,6688067,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,2 FAMILY,6688067,PURCHASE,23,N,0,3/1/2009,7.065,2/1/2009,480,304000,6688067,1/17/2007,2017.41,7.575,360,303901.59,,2/1/2007,2017.41,N,0,380000,6688067,6,7.575,,359,303901.59,AVELO,Y,100,0,NY,76000,6688067,,0,2,11691
6686830,CURRENT,0,111981.76,1,127000,FIXED,3/1/2007,359,N,6686830,DULUTH,35.08,N,0,3/1/2007,N,787,00/00/0000,0,6686830,00/00/0000,,GROUP1,,2%VS2MOINT,90,3379.21,N,0,6686830,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686830,FULL DOC,INVESTOR,NEW CENTURY,FIXED,2 FAMILY,6686830,PURCHASE,0,N,0,00/00/0000,7.965,00/00/0000,360,112050,6686830,1/18/2007,859.59,8.475,360,111981.76,,3/1/2007,859.59,Y,36,124500,6686830,0,8.475,,359,111981.76,AVELO,N,90,0,MN,0,6686830,,0,2,55805
6685773,CURRENT,1.5,435064.07,2,512000,ARM,3/1/2007,478,Y,6685773,FORT WASHINGTON,42.21,N,2,2/1/2007,N,557,2/1/2009,24,6685773,1/1/2009,,GROUP2,6ML,NA,85,9167.36,N,0,6685773,,7,1,0,N,6.5,14.7,1/1/2037,,0,N,,7.7,6685773,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685773,CASHOUT REFI,22,N,0,2/1/2009,7.19,1/1/2009,480,435200,6685773,12/14/2006,2928.46,7.7,360,434927.27,,2/1/2007,2928.46,N,0,0,6685773,6,7.7,,358,434927.27,AVELO,N,85,0,MD,0,6685773,,0,1,20744
6685551,CURRENT,1.5,322523.85,5,480000,ARM,3/1/2007,475,Y,6685551,GREEN ACRES,37.31,N,2,11/1/2006,N,645,11/1/2008,24,6685551,10/1/2008,,GROUP1,6ML,HE6MO80PCT,67.29,8355.47,N,0,6685551,,7,1,0,N,6.7,14.15,10/1/2036,,0,N,,7.15,6685551,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,PUD,6685551,CASHOUT REFI,19,N,0,11/1/2008,6.64,10/1/2008,480,323000,6685551,9/12/2006,2042.52,7.15,360,322403.03,,2/1/2007,2042.52,Y,24,0,6685551,6,7.15,,355,322403.03,AVELO,N,67.29,0,FL,0,6685551,,0,1,33463
6684920,CURRENT,0,167930.3,2,240000,FIXED,3/1/2007,358,N,6684920,GLASFORD,54.57,Y,0,2/1/2007,N,528,00/00/0000,0,6684920,00/00/0000,,GROUP1,,NA,70,5552,N,0,6684920,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6684920,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6684920,CASHOUT REFI,0,N,0,00/00/0000,9.79,00/00/0000,360,168000,6684920,12/30/2006,1511.7,10.3,360,167860,,2/1/2007,1511.7,N,0,0,6684920,0,10.3,,358,167860,AVELO,N,70,0,IL,0,6684920,,0,1,61533
6688372,CURRENT,1.5,404720,1,506000,ARM,3/1/2007,479,Y,6688372,WINCHESTER,49.47,N,2,3/1/2007,N,600,3/1/2009,24,6688372,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,9875,N,0,6688372,,7,1,0,N,6.05,13.675,2/1/2037,,0,N,,6.675,6688372,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6688372,PURCHASE,23,N,0,3/1/2009,6.165,2/1/2009,480,404720,6688372,1/16/2007,2420.1,6.675,360,404551.16,,2/1/2007,2420.1,Y,24,505900,6688372,6,6.675,,359,404551.16,AVELO,Y,100,0,CA,101180,6688372,,0,1,92596
6683445,CURRENT,0,23367.3,4,117000,FIXED,3/1/2007,356,N,6683445,PASADENA,46.71,N,0,12/1/2006,Y,610,00/00/0000,0,6683445,00/00/0000,,GROUP1,,NA,20,2887.64,N,0,6683445,,0,2,0,N,0,0,11/1/2036,,0,N,,0,6683445,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683445,PURCHASE,0,N,0,00/00/0000,9.29,00/00/0000,360,23400,6683445,10/13/2006,201.91,9.8,360,23356.22,,2/1/2007,201.91,N,0,117000,6683445,0,9.8,,356,23356.22,AVELO,N,100,93600,TX,0,6683445,,0,1,77502
6683868,CURRENT,0,39186.17,2,196000,FIXED,3/1/2007,358,N,6683868,JACKSONVILLE,49.61,N,0,2/1/2007,N,629,00/00/0000,0,6683868,00/00/0000,,GROUP2,,HE6MO80PCT,20,8556.89,N,0,6683868,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6683868,FULL DOC,SECOND HOME,NEW CENTURY,FIXED,PUD,6683868,CASHOUT REFI,0,N,0,00/00/0000,10.54,00/00/0000,360,39200,6683868,12/15/2006,374.8,11.05,360,39172.21,,2/1/2007,374.8,Y,36,0,6683868,0,11.05,,358,39172.21,AVELO,N,100,156800,FL,0,6683868,,0,1,32218
6683158,CURRENT,0,21958.85,5,110000,FIXED,3/1/2007,355,N,6683158,HUFFMAN,48.9,N,0,11/1/2006,Y,628,00/00/0000,0,6683158,00/00/0000,,GROUP2,,NA,20,3272.86,N,0,6683158,,0,2,0,N,0,0,10/1/2036,,0,N,,0,6683158,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,PUD,6683158,PURCHASE,0,N,0,00/00/0000,9.29,00/00/0000,360,22000,6683158,9/15/2006,189.83,9.8,360,21948.35,,2/1/2007,189.83,N,0,110000,6683158,0,9.8,,355,21948.35,AVELO,N,100,88000,TX,0,6683158,,0,1,77336
6688704,CURRENT,0,303934.17,2,385000,FIXED,3/1/2007,598,Y,6688704,GREENACRES,49.14,N,0,2/1/2007,N,626,00/00/0000,0,6688704,00/00/0000,,GROUP1,,HE6MO80PCT,78.96,4555,N,0,6688704,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6688704,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 50/30,PUD,6688704,RATE/TERM REFI,0,N,0,00/00/0000,6.04,00/00/0000,600,304000,6688704,12/8/2006,1725.16,6.55,360,303867.98,,2/1/2007,1725.16,Y,36,0,6688704,0,6.55,,358,303867.98,AVELO,N,78.96,0,FL,0,6688704,,0,1,33463
6686855,CURRENT,1.5,114300,1,127000,ARM,3/1/2007,359,N,6686855,ALBANY,44.45,Y,2,3/1/2007,N,663,3/1/2009,24,6686855,2/1/2009,,GROUP1,6ML,HE6MO80PCT,90,14996.32,N,0,6686855,,7,1,0,N,5.95,15.25,2/1/2037,,0,N,,8.25,6686855,FULL DOC,INVESTOR,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6686855,CASHOUT REFI,23,N,0,3/1/2009,7.74,2/1/2009,360,114300,6686855,1/11/2007,858.7,8.25,360,114227.11,,2/1/2007,858.7,Y,24,0,6686855,6,8.25,,359,114227.11,AVELO,N,90,0,OR,0,6686855,,0,1,97321
6685659,CURRENT,0,369491.64,3,475000,FIXED,3/1/2007,357,N,6685659,LYNN,52.97,N,0,1/1/2007,N,573,00/00/0000,0,6685659,00/00/0000,,GROUP1,,NA,77.89,6270.16,N,0,6685659,,0,1,0,N,0,0,12/1/2036,,0,N,,0,6685659,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,3-4 FAMILY,6685659,CASHOUT REFI,0,N,0,00/00/0000,7.39,00/00/0000,360,370000,6685659,11/22/2006,2689.18,7.9,360,369234.95,,2/1/2007,2689.18,N,0,0,6685659,0,7.9,,357,369234.95,AVELO,N,77.89,0,MA,0,6685659,,0,3,1904
6685784,CURRENT,1.5,439999.99,2,490000,ARM,3/1/2007,0,N,6685784,OAKLAND,41.79,Y,2,2/1/2007,N,621,2/1/2009,24,6685784,1/1/2009,,GROUP2,6ML,HE6MO80PCT,89.8,5356.25,Y,60,6685784,,7,1,0,N,5.95,14.1,1/1/2037,,0,N,,7.1,6685784,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6685784,CASHOUT REFI,22,N,0,2/1/2009,6.59,1/1/2009,360,440000,6685784,12/16/2006,2603.34,7.1,360,439999.99,,2/1/2007,2603.34,Y,24,0,6685784,6,7.1,,358,439999.99,AVELO,N,89.8,0,CA,0,6685784,,0,1,94603
6686893,CURRENT,0,118000,1,590000,FIXED,3/1/2007,359,N,6686893,SAN DIEGO,41.23,N,0,3/1/2007,Y,729,00/00/0000,0,6686893,00/00/0000,,GROUP2,,HE6MO80PCT,20,6900,N,0,6686893,,0,2,0,N,0,0,2/1/2037,,0,N,,0,6686893,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686893,PURCHASE,0,N,0,00/00/0000,10.49,00/00/0000,360,118000,6686893,1/13/2007,1123.75,11,360,117957.92,,2/1/2007,1123.75,Y,24,590000,6686893,0,11,,359,117957.92,AVELO,N,100,472000,CA,0,6686893,,0,1,92124
6685416,CURRENT,1.5,270726.69,2,285000,ARM,3/1/2007,598,Y,6685416,STOCKTON,49.74,N,2,2/1/2007,N,611,2/1/2009,24,6685416,1/1/2009,,GROUP1,6ML,NA,95,5965,N,0,6685416,,7,1,0,N,6.05,15.988,1/1/2037,,0,N,,8.988,6685416,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6685416,CASHOUT REFI,22,N,0,2/1/2009,8.478,1/1/2009,600,270750,6685416,12/20/2006,2051.23,8.988,360,270703.2,,2/1/2007,2051.23,N,0,0,6685416,6,8.988,,358,270703.2,AVELO,N,95,0,CA,0,6685416,,0,1,95205
6684283,CURRENT,0,72845.96,2,365000,FIXED,3/1/2007,358,N,6684283,LAS VEGAS,41.8,N,0,2/1/2007,N,719,00/00/0000,0,6684283,00/00/0000,,GROUP2,,HE6MO80PCT,20,14056,N,0,6684283,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6684283,STATED DOC,SECOND HOME,NEW CENTURY,FIXED,PUD,6684283,PURCHASE,0,N,0,00/00/0000,11.24,00/00/0000,360,72868,6684283,12/22/2006,735.54,11.75,360,72823.7,,2/1/2007,735.54,Y,12,364343,6684283,0,11.75,,358,72823.7,AVELO,N,100,291474,NV,0,6684283,,0,1,89178
6687938,CURRENT,1.5,269453.16,1,336900,ARM,3/1/2007,599,Y,6687938,INDIO,38.44,N,2,3/1/2007,N,606,3/1/2009,24,6687938,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,6997,N,0,6687938,,7,1,0,N,6.25,13.175,2/1/2037,,0,N,,6.175,6687938,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,SINGLE FAMILY,6687938,PURCHASE,23,N,0,3/1/2009,5.665,2/1/2009,600,269520,6687938,1/11/2007,1453.75,6.175,360,269453.16,,3/1/2007,1453.75,Y,24,336900,6687938,6,6.175,,359,269453.16,AVELO,Y,100,0,CA,67380,6687938,,0,1,92201
6687175,CURRENT,1.5,148036.16,5,165000,ARM,3/1/2007,354,N,6687175,LAREDO,33.62,N,2,11/1/2006,N,509,11/1/2008,24,6687175,10/1/2008,,GROUP1,6ML,HE6MO80PCT,90,7578.74,N,0,6687175,,7,1,0,N,6.7,16.2,10/1/2036,,0,N,,9.2,6687175,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,PUD,6687175,RATE/TERM REFI,19,N,0,11/1/2008,8.69,10/1/2008,360,148500,6687175,9/20/2006,1216.3,9.2,360,148036.16,,3/1/2007,1216.3,Y,24,0,6687175,6,9.2,,355,148036.16,AVELO,N,90,0,TX,0,6687175,,0,1,78045
6686857,CURRENT,0,114400,1,143000,FIXED,3/1/2007,359,N,6686857,MCDONOUGH,47.14,Y,0,3/1/2007,N,625,00/00/0000,0,6686857,00/00/0000,,GROUP1,,NA,80,4500,N,0,6686857,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686857,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686857,CASHOUT REFI,0,N,0,00/00/0000,8.79,00/00/0000,360,114400,6686857,1/8/2007,945.29,9.3,360,114341.31,,2/1/2007,945.29,N,0,0,6686857,0,9.3,,359,114341.31,AVELO,N,80,0,GA,0,6686857,,0,1,30252
6684776,CURRENT,1.5,144291.96,4,152000,ARM,3/1/2007,476,Y,6684776,LAS VEGAS,27.36,N,2,12/1/2006,N,653,12/1/2008,24,6684776,11/1/2008,,GROUP1,6ML,HE6MO80PCT,95,3812.79,N,0,6684776,,7,1,0,N,7.35,15.5,11/1/2036,,0,N,,8.5,6684776,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,PUD,6684776,CASHOUT REFI,20,N,0,12/1/2008,7.99,11/1/2008,480,144400,6684776,10/25/2006,1058.59,8.5,360,144255.44,,2/1/2007,1058.59,Y,24,0,6684776,6,8.5,,356,144255.44,AVELO,N,95,0,NV,0,6684776,,0,1,89108
6684077,CURRENT,0,54370.09,3,272000,FIXED,3/1/2007,357,N,6684077,RHINELANDER,49.98,Y,0,1/1/2007,N,655,00/00/0000,0,6684077,00/00/0000,,GROUP2,,NA,20,14500,N,0,6684077,,0,2,0,N,0,0,12/1/2036,,0,N,,0,6684077,STATED DOC,SECOND HOME,NEW CENTURY,FIXED,SINGLE FAMILY,6684077,PURCHASE,0,N,0,00/00/0000,11.69,00/00/0000,360,54400,6684077,11/30/2006,567.95,12.2,360,54354.9,,2/1/2007,567.95,N,0,272000,6684077,0,12.2,,357,54354.9,AVELO,N,100,217600,WI,0,6684077,,0,1,54501
6688803,CURRENT,0,83981.97,2,305000,FIXED,3/1/2007,598,Y,6688803,BANNING,36.25,N,0,2/1/2007,N,629,00/00/0000,0,6688803,00/00/0000,,GROUP1,,HE6MO80PCT,27.54,2971.25,N,0,6688803,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6688803,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 50/30,PUD,6688803,CASHOUT REFI,0,N,0,00/00/0000,6.065,00/00/0000,600,84000,6688803,12/19/2006,478.28,6.575,360,83963.84,,2/1/2007,478.28,Y,36,0,6688803,0,6.575,,358,83963.84,AVELO,N,27.54,0,CA,0,6688803,,0,1,92220
6688161,CURRENT,0,330933.13,2,390000,FIXED,3/1/2007,358,N,6688161,LOS ANGELES,44.52,N,0,2/1/2007,N,642,00/00/0000,0,6688161,00/00/0000,,GROUP1,,HE6MO80PCT,85,5262.83,N,0,6688161,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6688161,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6688161,CASHOUT REFI,0,N,0,00/00/0000,6.29,00/00/0000,360,331500,6688161,12/22/2006,2161.13,6.8,360,330933.13,,3/1/2007,2161.13,Y,36,0,6688161,0,6.8,,358,330933.13,AVELO,N,85,0,CA,0,6688161,,0,1,90059
6684694,CURRENT,1.5,127881.03,4,160000,ARM,3/1/2007,476,Y,6684694,ARLINGTON,47.94,N,2,12/1/2006,N,611,12/1/2009,36,6684694,11/1/2009,,GROUP1,6ML,2%VS2MOINT,80,2794.8,N,0,6684694,,7,1,0,N,5.95,14.75,11/1/2036,,0,N,,7.75,6684694,FULL DOC,OWNER OCCUPIED,NEW CENTURY,3 YR ARM BALLOON 40/30,SINGLE FAMILY,6684694,RATE/TERM REFI,32,N,0,12/1/2009,7.24,11/1/2009,480,128000,6684694,10/26/2006,866.07,7.75,360,127840.86,,2/1/2007,866.07,Y,36,0,6684694,6,7.75,,356,127840.86,AVELO,Y,100,0,MN,32000,6684694,,0,1,55307
